A_YEAR: Year of survey,B_COUNTRY: ISO 3166-1 numeric country code,N_REGION_ISO: Region ISO 3166-2,H_URBRURAL: Urban-Rural,Q260: Sex,X003R: Age recoded (6 intervals),Q272: Language at home,Q273: Marital status,Q275R: Highest educational level: Respondent (recoded into 3 groups),Q287: Social class (subjective),Q2: Important in life: Friends,Q3: Important in life: Leisure time,Q4: Important in life: Politics,Q5: Important in life: Work,Q6: Important in life: Religion,Q18: Neighbors: Drug addicts,Q19: Neighbors: People of a different race,Q20: Neighbors: People who have AIDS,Q21: Neighbors: Immigrants/foreign workers,Q22: Neighbors: Homosexuals,Q23: Neighbors: People of a different religion,Q24: Neighbors: Heavy drinkers,Q25: Neighbors: Unmarried couples living together,Q26: Neighbors: People who speak a different language,Q27: One of main goals in life has been to make my parents proud,Q29: Men make better political leaders than women do,Q30: University is more important for a boy than for a girl,Q31: Men make better business executives than women do,Q32: Being a housewife just as fulfilling,Q43: Future changes: Less importance placed on work,Q44: Future changes: More emphasis on technology,Q45: Future changes: Greater respect for authority,Q58: Trust: Your family,Q59: Trust: Your neighborhood,Q60: Trust: People you know personally,Q61: Trust: People you meet for the first time,Q62: Trust: People of another religion,Q63: Trust: People of another nationality,Q64: Confidence: Churches,Q65: Confidence: Armed Forces,Q66: Confidence: The Press,Q67: Confidence: Television,Q68: Confidence: Labor Unions,Q69: Confidence: The Police,Q70: Confidence: Justice System/Courts,Q71: Confidence: The Government,Q72: Confidence: The Political Parties,Q73: Confidence: Parliament,Q74: Confidence: The Civil Services,Q77: Confidence: Major Companies,Q79: Confidence: The Environmental Protection Movement,Q80: Confidence: The Women's Movement,Q81: Confidence: Charitable or humanitarian organizations,Q83: Confidence: The United Nations (UN),Q106: Incomes should be made more equal vs There should be greater incentives for individual effort,Q107: Private vs state ownership of business,Q108: Government's vs individual's responsibility,Q109: Competition good or harmful,Q110: Success: hard work vs luck,Q111: Protecting environment vs. Economic growth,Q151: Willingness to fight for country,Q152: Aims of country: first choice,Q153: Aims of country: second choice,Q154: Aims of respondent: first choice,Q155: Aims of respondent: second choice,Q156: Most important: first choice,Q157: Most important: second choice,"Q158: Science and technology are making our lives healthier, easier, and more comfortable","Q159: Because of science and technology, there will be more opportunities for the next generation",Q160: We depend too much on science and not enough on faith,"Q163: The world is better off, or worse off, because of science and technology",Q164: Importance of God
2023,India,IN-TG Telangana,Rural,Male,16-24,Telugu,Single,Middle,Working class,Very important,Very important,Not at all important,Very important,Not very important,Mentioned,Not mentioned,Mentioned,Not mentioned,Don't know,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Agree strongly,Don't know,Disagree,Disagree,Disagree,Bad thing,Good thing,Don't know,Trust completely,Trust completely,Trust somewhat,Trust completely,Trust completely,Don't know,A great deal,A great deal,Quite a lot,Quite a lot,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,8,8,4,4,7,Protecting environment,Yes,A high level of economic growth,Making sure this country has strong defence forces,Maintaining order in the nation,Fighting rising prices,Progress toward a less impersonal and more humane society,The fight against crime,8,9,8,9,8
2023,India,IN-MH Maharashtra,Urban,Female,25-34,Marathi,Married,Lower,Lower middle class,Very important,Very important,Very important,Very important,Very important,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Not mentioned,Agree,Agree,Disagree,Strongly disagree,Disagree,Bad thing,Bad thing,Bad thing,Trust completely,Trust completely,Trust completely,Trust completely,Trust completely,Trust completely,A great deal,Quite a lot,Not very much,Quite a lot,Not very much,A great deal,A great deal,A great deal,Not very much,A great deal,Quite a lot,Quite a lot,None at all,None at all,Not very much,Not very much,3,6,3,2,5,Protecting environment,Yes,Making sure this country has strong defence forces,Making sure this country has strong defence forces,Fighting rising prices,Maintaining order in the nation,Progress toward a society in which Ideas count more than money,Progress toward a society in which Ideas count more than money,3,3,4,3,3
2023,India,IN-TG Telangana,Rural,Female,25-34,Hindi,Married,Middle,Upper middle class,Not very important,Rather important,Not at all important,Don't know,Very important,Mentioned,Not mentioned,Mentioned,Mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Not mentioned,Agree strongly,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Bad thing,Bad thing,Bad thing,Trust completely,Trust somewhat,Trust completely,Trust somewhat,Trust somewhat,Do not trust at all,A great deal,A great deal,Not very much,Not very much,Quite a lot,Not very much,Not very much,None at all,None at all,Not very much,Quite a lot,Not very much,Quite a lot,Quite a lot,Quite a lot,Don't know,There should be greater incentives for individual effort,9,5,Competition is harmful,4,Protecting environment,Don't know,Making sure this country has strong defence forces,Trying to make our cities and countryside more beautiful,Maintaining order in the nation,Fighting rising prices,Progress toward a less impersonal and more humane society,A stable economy,4,3,Don't know,6,Very important
2023,India,IN-TG Telangana,Rural,Male,45-54,Telugu,Married,Higher,Upper middle class,Rather important,Rather important,Rather important,Very important,Very important,Mentioned,Not mentioned,Mentioned,Mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Not mentioned,Agree strongly,Agree,Disagree,Disagree,Disagree,Don't mind,Don't mind,Good thing,Trust completely,Trust somewhat,Trust completely,Trust somewhat,Trust somewhat,Don't know,A great deal,A great deal,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,A great deal,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,There should be greater incentives for individual effort,Private ownership of business should be increased,The government should take more responsibility to ensure that everyone is provided for,Competition is good,"In the long run, hard work usually brings a better life",Other answer,Yes,Making sure this country has strong defence forces,Trying to make our cities and countryside more beautiful,Fighting rising prices,Maintaining order in the nation,A stable economy,Progress toward a society in which Ideas count more than money,Completely agree,Completely agree,Completely agree,A lot better off,Very important
2023,India,IN-MH Maharashtra,Rural,Male,45-54,Marathi,Living together as married,Lower,Lower middle class,Very important,Very important,Very important,Very important,Very important,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Good thing,Good thing,Good thing,Trust completely,Trust completely,Trust completely,Trust completely,Trust completely,Trust somewhat,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,Quite a lot,A great deal,A great deal,A great deal,2,2,2,3,"In the long run, hard work usually brings a better life",Protecting environment,Yes,A high level of economic growth,Making sure this country has strong defence forces,Maintaining order in the nation,Giving people more say in important government decisions,A stable economy,Progress toward a less impersonal and more humane  society,7,8,Completely agree,9,9
2023,India,IN-TG Telangana,Rural,Male,45-54,Telugu,Living together as married,Higher,Upper middle class,Very important,Rather important,Rather important,Very important,Not very important,Mentioned,Not mentioned,Not mentioned,Not mentioned,Mentioned,Not mentioned,Not mentioned,Mentioned,Not mentioned,Agree strongly,Disagree,Agree strongly,Strongly disagree,Agree strongly,Bad thing,Bad thing,Bad thing,Trust completely,Trust somewhat,Trust somewhat,Trust somewhat,Trust somewhat,Do not trust at all,Not very much,A great deal,None at all,None at all,None at all,A great deal,A great deal,Quite a lot,Quite a lot,Quite a lot,Quite a lot,A great deal,Quite a lot,Quite a lot,Quite a lot,None at all,There should be greater incentives for individual effort,Private ownership of business should be increased,The government should take more responsibility to ensure that everyone is provided for,Competition is harmful,"In the long run, hard work usually brings a better life",Protecting environment,Yes,Trying to make our cities and countryside more beautiful,A high level of economic growth,Giving people more say in important government decisions,Fighting rising prices,Progress toward a society in which Ideas count more than money,Progress toward a society in which Ideas count more than money,Completely agree,Completely agree,Completely agree,A lot better off,6
2023,India,IN-MH Maharashtra,Rural,Female,25-34,Marathi,Living together as married,Lower,Lower middle class,Rather important,Rather important,Not very important,Rather important,Not very important,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Not mentioned,Agree strongly,Agree,Strongly disagree,Disagree,Disagree,Bad thing,Good thing,Good thing,Trust completely,Trust somewhat,Do not trust very much,Do not trust at all,Do not trust at all,Do not trust at all,A great deal,A great deal,A great deal,A great deal,Not very much,A great deal,Quite a lot,Not very much,Not very much,Not very much,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,There should be greater incentives for individual effort,Don't -9:-2,Don't know,Don't know,Don't know,Protecting environment,Yes,A high level of economic growth,Making sure this country has strong defence forces,Fighting rising prices,Protecting freedom of speech,Progress toward a less impersonal and more humane society,Progress toward a society in which Ideas count more than money,Completely agree,Completely agree,5,A lot better off,Very important
2023,India,IN-MH Maharashtra,Rural,Male,16-24,Marathi,Single,Middle,Working class,Very important,Very important,Very important,Very important,Very important,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Good thing,Good thing,Good thing,Trust completely,Trust completely,Do not trust at all,Do not trust very much,Do not trust very much,Do not trust very much,Not very much,Not very much,Not very much,Not very much,Not very much,A great deal,A great deal,None at all,Not very much,Not very much,A great deal,Not very much,A great deal,A great deal,A great deal,A great deal,There should be greater incentives for individual effort,Government ownership of business should be increased,People should take more responsibility to provide for themselves,Competition is good,"In the long run, hard work usually brings a better life",Don't know,Yes,Making sure this country has strong defence forces,A high level of economic growth,Maintaining order in the nation,Giving people more say in important government decisions,A stable economy,Progress toward a society in which Ideas count more than money,Completely agree,Completely agree,Completely agree,A lot better off,Very important
2023,India,IN-MH Maharashtra,Rural,Female,65 and more years,Marathi,Widowed,Lower,Lower middle class,Very important,Rather important,Not very important,Very important,Very important,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Not mentioned,Agree strongly,Disagree,Disagree,Disagree,Agree,Bad thing,Good thing,Good thing,Trust completely,Trust completely,Trust completely,Trust somewhat,Trust somewhat,Don't know,A great deal,A great deal,A great deal,A great deal,Quite a lot,Quite a lot,A great deal,A great deal,Quite a lot,A great deal,A great deal,A great deal,Don't know,Don't know,Don't know,Quite a lot,There should be greater incentives for individual effort,5,People should take more responsibility to provide for themselves,Competition is good,"In the long run, hard work usually brings a better life",Protecting environment,Yes,A high level of economic growth,Making sure this country has strong defence forces,Maintaining order in the nation,Giving people more say in important government decisions,A stable economy,Progress toward a less impersonal and more humane  society,5,2,5,A lot better off,Very important
2023,India,IN-TG Telangana,Urban,Female,35-44,Telugu,Married,Middle,Upper middle class,Not very important,Very important,Not at all important,Rather important,Very important,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Agree,Don't know,Disagree,Don't know,Agree strongly,Bad thing,Good thing,Don't mind,Trust completely,Do not trust at all,Trust completely,Do not trust at all,Do not trust very much,Do not trust very much,A great deal,Don't know,Quite a lot,Quite a lot,Don't know,A great deal,A great deal,A great deal,None at all,A great deal,A great deal,Don't know,Quite a lot,A great deal,Quite a lot,Don't know,4,8,6,6,6,Protecting environment,Don't know,Seeing that people have more say about how  are done at their jobs and in their communities,Trying to make our cities and countryside more beautiful,Fighting rising prices,Maintaining order in the nation,Progress toward a less impersonal and more humane society,The fight against crime,9,9,9,8,Very important
2023,India,IN-MH Maharashtra,Rural,Female,35-44,Other,Married,Middle,Lower middle class,Rather important,Very important,Not very important,Very important,Very important,Mentioned,Don't know,Mentioned,Don't know,Not mentioned,Mentioned,Mentioned,Mentioned,Not mentioned,Agree strongly,Agree,Agree strongly,Strongly disagree,Agree,Good thing,Good thing,Bad thing,Trust completely,Trust somewhat,Do not trust very much,Trust somewhat,Trust somewhat,Don't know,A great deal,A great deal,Quite a lot,Not very much,Not very much,Not very much,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,A great deal,Don't know,Don't know,3,5,People should take more responsibility to provide for themselves,Competition is harmful,Hard work doesn't generally bring success - it's more a matter of luck and connections,Don't know,No,Seeing that people have more say about how  are done at their jobs and in their communities,Making sure this country has strong defence forces,Fighting rising prices,Fighting rising prices,Progress toward a less impersonal and more humane society,Progress toward a less impersonal and more humane  society,Completely agree,Completely agree,Completely agree,A lot better off,Very important
2023,India,IN-MH Maharashtra,Rural,Female,16-24,Marathi,Single,Middle,Working class,Very important,Very important,Don't know,Not at all important,Not at all important,Don't know,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Mentioned,Not mentioned,Disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Don't mind,Don't mind,Bad thing,Trust completely,Trust completely,Trust completely,Do not trust at all,Do not trust very much,Do not trust very much,Not very much,Quite a lot,Not very much,Quite a lot,Quite a lot,None at all,Not very much,Quite a lot,None at all,Not very much,None at all,Not very much,None at all,Quite a lot,None at all,Quite a lot,4,4,5,3,8,Economy growth and creating jobs,Yes,A high level of economic growth,A high level of economic growth,Maintaining order in the nation,Giving people more say in important government decisions,A stable economy,Progress toward a less impersonal and more humane  society,6,8,8,9,6
